Past 7 days analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Past 7 days
Tuta,134844852,Luapula,Mansa,Urban,Male,1,,C2,Tertiary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,45+,"Tuta,Radio 1,Radio 2,Parliament,Yangeni"
Tuta,134813952,Luapula,Mansa,Rural,Female,2,,C2,Other (specify) …….,Christian,Not employed,C2,"K 2,500   -  K 3,154",,15 – 18,Tuta
Yangeni,134844850,Luapula,Mansa,Urban,Male,1,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,25 – 34,"K FM,Tuta,Radio 1,Yangeni"
Tuta,134844850,Luapula,Mansa,Urban,Male,1,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,25 – 34,"K FM,Tuta,Radio 1,Yangeni"
Radio 1,134844850,Luapula,Mansa,Urban,Male,1,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,25 – 34,"K FM,Tuta,Radio 1,Yangeni"
K FM,134844850,Luapula,Mansa,Urban,Male,1,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,25 – 34,"K FM,Tuta,Radio 1,Yangeni"
Bangwela,135142317,Luapula,Samfya,Urban,Female,1,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,35 – 44,Bangwela
Yangeni,134840557,Luapula,Mansa,Urban,Female,1,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,19 – 24,Yangeni
Tuta,134918451,Luapula,Mansa,Rural,Male,1,,C2,Primary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,19 – 24,Tuta
Bangwela,134591037,Luapula,Samfya,Urban,Female,1,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,19 – 24,Bangwela
Power,135119162,Central,Kabwe,Urban,Female,1,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,25 – 34,"KNC,Power,QFM,Maranatha"
KNC,135119162,Central,Kabwe,Urban,Female,1,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,25 – 34,"KNC,Power,QFM,Maranatha"
QFM,135119162,Central,Kabwe,Urban,Female,1,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,25 – 34,"KNC,Power,QFM,Maranatha"
Maranatha,135119162,Central,Kabwe,Urban,Female,1,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,25 – 34,"KNC,Power,QFM,Maranatha"
Radio 1,135041420,Central,Kapiri Mposhi,Rural,Female,1,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,25 – 34,"Radio 1,Radio 2"
Radio 2,135041420,Central,Kapiri Mposhi,Rural,Female,1,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,25 – 34,"Radio 1,Radio 2"
Maranatha,135119164,Central,Kabwe,Urban,Female,1,,C2,Primary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,25 – 34,"KNC,Maranatha"
KNC,135119164,Central,Kabwe,Urban,Female,1,,C2,Primary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,25 – 34,"KNC,Maranatha"
Radio 1,135086581,Central,Kapiri Mposhi,Rural,Female,1,,C2,Secondary,Christian,Employed not for cash,C2,"K 2,500   -  K 3,154",,19 – 24,"KNC,Radio 1,Radio 2,Sun FM"
KNC,135086581,Central,Kapiri Mposhi,Rural,Female,1,,C2,Secondary,Christian,Employed not for cash,C2,"K 2,500   -  K 3,154",,19 – 24,"KNC,Radio 1,Radio 2,Sun FM"
Sun FM,135086581,Central,Kapiri Mposhi,Rural,Female,1,,C2,Secondary,Christian,Employed not for cash,C2,"K 2,500   -  K 3,154",,19 – 24,"KNC,Radio 1,Radio 2,Sun FM"
Radio 2,135086581,Central,Kapiri Mposhi,Rural,Female,1,,C2,Secondary,Christian,Employed not for cash,C2,"K 2,500   -  K 3,154",,19 – 24,"KNC,Radio 1,Radio 2,Sun FM"
Radio 4,135181140,Central,Kabwe,Urban,Female,2,,C2,Primary,Christian,Employed not for cash,C2,"K 2,500   -  K 3,154",,25 – 34,"KNC,Radio 4,Power,Maranatha"
Power,135181140,Central,Kabwe,Urban,Female,2,,C2,Primary,Christian,Employed not for cash,C2,"K 2,500   -  K 3,154",,25 – 34,"KNC,Radio 4,Power,Maranatha"
KNC,135181140,Central,Kabwe,Urban,Female,2,,C2,Primary,Christian,Employed not for cash,C2,"K 2,500   -  K 3,154",,25 – 34,"KNC,Radio 4,Power,Maranatha"
Maranatha,135181140,Central,Kabwe,Urban,Female,2,,C2,Primary,Christian,Employed not for cash,C2,"K 2,500   -  K 3,154",,25 – 34,"KNC,Radio 4,Power,Maranatha"
KNC,135174804,Central,Kabwe,Urban,Female,1,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,45+,KNC
Radio 1,134822741,Central,Mkushi,Rural,Male,1,,C2,Tertiary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,25 – 34,"Mkushi,Radio 1,Radio 2"
Mkushi,134822741,Central,Mkushi,Rural,Male,1,,C2,Tertiary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,25 – 34,"Mkushi,Radio 1,Radio 2"
Radio 2,134822741,Central,Mkushi,Rural,Male,1,,C2,Tertiary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,25 – 34,"Mkushi,Radio 1,Radio 2"
Radio 1,134851078,Central,Mkushi,Rural,Female,1,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,25 – 34,"KNC,Radio 1"
KNC,134851078,Central,Mkushi,Rural,Female,1,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,25 – 34,"KNC,Radio 1"
KNC,134920814,Central,Mkushi,Urban,Female,1,,C2,No formal education,Other,Not employed,C2,"K 2,500   -  K 3,154",,25 – 34,"Mkushi,KNC,Serenje,Radio 1"
Radio 1,134920814,Central,Mkushi,Urban,Female,1,,C2,No formal education,Other,Not employed,C2,"K 2,500   -  K 3,154",,25 – 34,"Mkushi,KNC,Serenje,Radio 1"
Serenje,134920814,Central,Mkushi,Urban,Female,1,,C2,No formal education,Other,Not employed,C2,"K 2,500   -  K 3,154",,25 – 34,"Mkushi,KNC,Serenje,Radio 1"
Mkushi,134920814,Central,Mkushi,Urban,Female,1,,C2,No formal education,Other,Not employed,C2,"K 2,500   -  K 3,154",,25 – 34,"Mkushi,KNC,Serenje,Radio 1"
KNC,135119158,Central,Kapiri Mposhi,Rural,Female,2,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,19 – 24,KNC
Radio 1,134701824,Central,Serenje,Rural,Female,1,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,25 – 34,"Serenje,Radio 1"
Serenje,134701824,Central,Serenje,Rural,Female,1,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,25 – 34,"Serenje,Radio 1"
Radio 1,135120129,Central,Kapiri Mposhi,Rural,Female,2,,C2,Secondary,Other,Employed not for cash,C2,"K 2,500   -  K 3,154",,35 – 44,"KNC,Radio 1,Komboni"
KNC,135120129,Central,Kapiri Mposhi,Rural,Female,2,,C2,Secondary,Other,Employed not for cash,C2,"K 2,500   -  K 3,154",,35 – 44,"KNC,Radio 1,Komboni"
Komboni,135120129,Central,Kapiri Mposhi,Rural,Female,2,,C2,Secondary,Other,Employed not for cash,C2,"K 2,500   -  K 3,154",,35 – 44,"KNC,Radio 1,Komboni"
5FM,135033817,Central,Kapiri Mposhi,Rural,Female,2,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,15 – 18,5FM
Radio 1,134591770,Central,Serenje,Rural,Male,2,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,45+,"Serenje,Radio 1,Radio 2,Joy"
Joy,134591770,Central,Serenje,Rural,Male,2,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,45+,"Serenje,Radio 1,Radio 2,Joy"
Serenje,134591770,Central,Serenje,Rural,Male,2,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,45+,"Serenje,Radio 1,Radio 2,Joy"
Radio 2,134591770,Central,Serenje,Rural,Male,2,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,45+,"Serenje,Radio 1,Radio 2,Joy"
BBC,134591783,Central,Serenje,Rural,Female,5,,C2,Tertiary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,19 – 24,BBC
Serenje,134657481,Central,Serenje,Rural,Male,1,,C2,Primary,Other,Employed not for cash,C2,"K 2,500   -  K 3,154",,19 – 24,Serenje
Radio 2,134772680,Central,Mkushi,Rural,Female,1,,C2,Primary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,35 – 44,Radio 2
Radio 1,134883965,Central,Mkushi,Rural,Female,1,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,25 – 34,"Radio 1,Maranatha"
Maranatha,134883965,Central,Mkushi,Rural,Female,1,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,25 – 34,"Radio 1,Maranatha"
KNC,134920812,Central,Mkushi,Urban,Male,1,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,25 – 34,"Mkushi,KNC"
Mkushi,134920812,Central,Mkushi,Urban,Male,1,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,25 – 34,"Mkushi,KNC"
Radio 1,134953709,Central,Kapiri Mposhi,Urban,Male,1,,C2,Primary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,19 – 24,"Radio 1,Radio 2,Joy,Sun FM"
Joy,134953709,Central,Kapiri Mposhi,Urban,Male,1,,C2,Primary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,19 – 24,"Radio 1,Radio 2,Joy,Sun FM"
Sun FM,134953709,Central,Kapiri Mposhi,Urban,Male,1,,C2,Primary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,19 – 24,"Radio 1,Radio 2,Joy,Sun FM"
Radio 2,134953709,Central,Kapiri Mposhi,Urban,Male,1,,C2,Primary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,19 – 24,"Radio 1,Radio 2,Joy,Sun FM"
KNC,134955834,Central,Kapiri Mposhi,Urban,Male,1,,C2,Secondary,Other,Not employed,C2,"K 2,500   -  K 3,154",,19 – 24,KNC
KNC,134955837,Central,Kapiri Mposhi,Urban,Male,1,,C2,Primary,Other,Not employed,C2,"K 2,500   -  K 3,154",,25 – 34,KNC
Radio 1,135042880,Central,Kapiri Mposhi,Rural,Male,1,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,25 – 34,"KNC,Radio 1,Radio 2"
KNC,135042880,Central,Kapiri Mposhi,Rural,Male,1,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,25 – 34,"KNC,Radio 1,Radio 2"
Radio 2,135042880,Central,Kapiri Mposhi,Rural,Male,1,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,25 – 34,"KNC,Radio 1,Radio 2"
KNC,135042883,Central,Kapiri Mposhi,Rural,Male,1,,C2,No formal education,Christian,Not employed,C2,"K 2,500   -  K 3,154",,19 – 24,KNC
Radio 4,135118381,Central,Kabwe,Urban,Male,1,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,35 – 44,"Phoenix,Radio 4"
Phoenix,135118381,Central,Kabwe,Urban,Male,1,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,35 – 44,"Phoenix,Radio 4"
KNC,135144860,Central,Kabwe,Urban,Female,1,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,25 – 34,KNC
Radio 1,135154125,Central,Kabwe,Urban,Female,2,,C2,Primary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,45+,"KNC,Radio 1,Radio 2,Maranatha"
Maranatha,135154125,Central,Kabwe,Urban,Female,2,,C2,Primary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,45+,"KNC,Radio 1,Radio 2,Maranatha"
KNC,135154125,Central,Kabwe,Urban,Female,2,,C2,Primary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,45+,"KNC,Radio 1,Radio 2,Maranatha"
Radio 2,135154125,Central,Kabwe,Urban,Female,2,,C2,Primary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,45+,"KNC,Radio 1,Radio 2,Maranatha"
KNC,135174803,Central,Kabwe,Urban,Female,1,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,19 – 24,KNC
Maranatha,135183872,Central,Kabwe,Urban,Female,2,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,45+,Maranatha
Lyambai,134734240,Western,Kaoma,Rural,Male,1,,C2,Primary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,45+,"Radio 1,Luanginga Cheke,Radio 2,Liseli,Lyambai"
Radio 1,134734240,Western,Kaoma,Rural,Male,1,,C2,Primary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,45+,"Radio 1,Luanginga Cheke,Radio 2,Liseli,Lyambai"
Radio 2,134734240,Western,Kaoma,Rural,Male,1,,C2,Primary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,45+,"Radio 1,Luanginga Cheke,Radio 2,Liseli,Lyambai"
Luanginga Cheke,134734240,Western,Kaoma,Rural,Male,1,,C2,Primary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,45+,"Radio 1,Luanginga Cheke,Radio 2,Liseli,Lyambai"
Liseli,134734240,Western,Kaoma,Rural,Male,1,,C2,Primary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,45+,"Radio 1,Luanginga Cheke,Radio 2,Liseli,Lyambai"
Liseli,134995126,Western,Mongu,Rural,Female,2,,C2,Secondary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,25 – 34,Liseli
Radio 1,135044014,Western,Kalabo,Urban,Female,2,,C2,Secondary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,25 – 34,Radio 1
Mungu,135044713,Western,Kalabo,Urban,Female,1,,C2,Secondary,Christian,Not employed,C2,"K 3,155   -  K 3,890",,15 – 18,"Mungu,Parliament"
Parliament,135044713,Western,Kalabo,Urban,Female,1,,C2,Secondary,Christian,Not employed,C2,"K 3,155   -  K 3,890",,15 – 18,"Mungu,Parliament"
Nmano,134757100,Northern,Mungwi,Rural,Male,2,,C2,Tertiary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,35 – 44,Radio Mano
Lutanda,134659931,Northern,Mungwi,Rural,Male,1,,C2,Secondary,Christian,Not employed,C2,"K 3,155   -  K 3,890",,15 – 18,Lutanda
Nmano,134846137,Northern,Kasama,Urban,Male,2,,C2,Tertiary,Christian,Not employed,C2,"K 3,155   -  K 3,890",,19 – 24,"Radio 1,Radio 2,Lutanda,Nmano"
Radio 1,134846137,Northern,Kasama,Urban,Male,2,,C2,Tertiary,Christian,Not employed,C2,"K 3,155   -  K 3,890",,19 – 24,"Radio 1,Radio 2,Lutanda,Nmano"
Lutanda,134846137,Northern,Kasama,Urban,Male,2,,C2,Tertiary,Christian,Not employed,C2,"K 3,155   -  K 3,890",,19 – 24,"Radio 1,Radio 2,Lutanda,Nmano"
Radio 2,134846137,Northern,Kasama,Urban,Male,2,,C2,Tertiary,Christian,Not employed,C2,"K 3,155   -  K 3,890",,19 – 24,"Radio 1,Radio 2,Lutanda,Nmano"
Nmano,134846141,Northern,Kasama,Urban,Male,2,,C2,Secondary,Christian,Not employed,C2,"K 3,155   -  K 3,890",,19 – 24,"Lutanda,Nmano"
Lutanda,134846141,Northern,Kasama,Urban,Male,2,,C2,Secondary,Christian,Not employed,C2,"K 3,155   -  K 3,890",,19 – 24,"Lutanda,Nmano"
Nmano,134846143,Northern,Kasama,Urban,Female,1,,C2,Primary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,35 – 44,"Lutanda,Nmano"
Lutanda,134846143,Northern,Kasama,Urban,Female,1,,C2,Primary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,35 – 44,"Lutanda,Nmano"
Radio 1,134591800,Muchinga,Isoka,Urban,Female,1,,C2,Secondary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,25 – 34,"Radio 1,Isoka"
Isoka,134591800,Muchinga,Isoka,Urban,Female,1,,C2,Secondary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,25 – 34,"Radio 1,Isoka"
Isoka,134593186,Muchinga,Isoka,Urban,Female,2,,C2,Secondary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,45+,Isoka
Radio 1,134806929,Muchinga,Mpika,Urban,Male,2,,C2,Primary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,45+,"Radio 1,Mpika"
Mpika,134806929,Muchinga,Mpika,Urban,Male,2,,C2,Primary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,45+,"Radio 1,Mpika"
Yangeni,134841034,Luapula,Mansa,Urban,Female,2,,C2,Secondary,Christian,Not employed,C2,"K 3,155   -  K 3,890",,25 – 34,"K FM,Tuta,Yangeni"
Tuta,134841034,Luapula,Mansa,Urban,Female,2,,C2,Secondary,Christian,Not employed,C2,"K 3,155   -  K 3,890",,25 – 34,"K FM,Tuta,Yangeni"
K FM,134841034,Luapula,Mansa,Urban,Female,2,,C2,Secondary,Christian,Not employed,C2,"K 3,155   -  K 3,890",,25 – 34,"K FM,Tuta,Yangeni"
Power,135190490,Central,Kabwe,Urban,Male,2,,C2,Secondary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,35 – 44,"KNC,Power"
KNC,135190490,Central,Kabwe,Urban,Male,2,,C2,Secondary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,35 – 44,"KNC,Power"
KNC,135174805,Central,Kabwe,Urban,Female,1,,C2,Secondary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,25 – 34,KNC
Power,135118383,Central,Kabwe,Urban,Female,1,,C2,Secondary,Christian,Not employed,C2,"K 3,155   -  K 3,890",,25 – 34,"KNC,Power"
KNC,135118383,Central,Kabwe,Urban,Female,1,,C2,Secondary,Christian,Not employed,C2,"K 3,155   -  K 3,890",,25 – 34,"KNC,Power"
Maranatha,135141187,Central,Kabwe,Urban,Female,2,,C2,Secondary,Christian,Not employed,C2,"K 3,155   -  K 3,890",,15 – 18,"KNC,Maranatha"
KNC,135141187,Central,Kabwe,Urban,Female,2,,C2,Secondary,Christian,Not employed,C2,"K 3,155   -  K 3,890",,15 – 18,"KNC,Maranatha"
Radio 1,134633298,Central,Serenje,Rural,Male,1,,C2,Secondary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,25 – 34,"Serenje,Radio 1"
Serenje,134633298,Central,Serenje,Rural,Male,1,,C2,Secondary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,25 – 34,"Serenje,Radio 1"
Radio 4,134779234,Central,Mkushi,Rural,Female,1,,C2,Secondary,Other,Not employed,C2,"K 3,155   -  K 3,890",,19 – 24,"Radio 4,Radio 1,Radio 2"
Radio 1,134779234,Central,Mkushi,Rural,Female,1,,C2,Secondary,Other,Not employed,C2,"K 3,155   -  K 3,890",,19 – 24,"Radio 4,Radio 1,Radio 2"
Radio 2,134779234,Central,Mkushi,Rural,Female,1,,C2,Secondary,Other,Not employed,C2,"K 3,155   -  K 3,890",,19 – 24,"Radio 4,Radio 1,Radio 2"
Radio 1,134822740,Central,Mkushi,Rural,Male,1,,C2,Tertiary,Other,Employed for cash,C2,"K 3,155   -  K 3,890",,25 – 34,"Mkushi,Radio 1"
Mkushi,134822740,Central,Mkushi,Rural,Male,1,,C2,Tertiary,Other,Employed for cash,C2,"K 3,155   -  K 3,890",,25 – 34,"Mkushi,Radio 1"
KNC,134955836,Central,Kapiri Mposhi,Urban,Female,1,,C2,Primary,Other,Not employed,C2,"K 3,155   -  K 3,890",,19 – 24,KNC
Radio 1,135118379,Central,Kabwe,Urban,Male,1,,C2,Primary,Christian,Not employed,C2,"K 3,155   -  K 3,890",,15 – 18,"Radio 1,Radio 2"
Radio 2,135118379,Central,Kabwe,Urban,Male,1,,C2,Primary,Christian,Not employed,C2,"K 3,155   -  K 3,890",,15 – 18,"Radio 1,Radio 2"
Maranatha,135120176,Central,Kabwe,Urban,Female,2,,C2,Secondary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,25 – 34,"Phoenix,KNC,Maranatha"
KNC,135120176,Central,Kabwe,Urban,Female,2,,C2,Secondary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,25 – 34,"Phoenix,KNC,Maranatha"
Phoenix,135120176,Central,Kabwe,Urban,Female,2,,C2,Secondary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,25 – 34,"Phoenix,KNC,Maranatha"
Nmano,134846138,Northern,Kasama,Urban,Male,2,,C2,Primary,Christian,Employed for cash,C2,"K 3,891  -  K 4,627",,35 – 44,"Nothern FM,Lutanda,Nmano"
Nothern FM,134846138,Northern,Kasama,Urban,Male,2,,C2,Primary,Christian,Employed for cash,C2,"K 3,891  -  K 4,627",,35 – 44,"Nothern FM,Lutanda,Nmano"
Lutanda,134846138,Northern,Kasama,Urban,Male,2,,C2,Primary,Christian,Employed for cash,C2,"K 3,891  -  K 4,627",,35 – 44,"Nothern FM,Lutanda,Nmano"
Isoka,134704104,Muchinga,Isoka,Urban,Female,2,,C2,Secondary,Christian,Employed for cash,C2,"K 3,891  -  K 4,627",,35 – 44,Isoka
Yangeni,134841028,Luapula,Mansa,Urban,Male,1,,C2,Secondary,Christian,Employed for cash,C2,"K 3,891  -  K 4,627",,25 – 34,"K FM,Radio 1,Yangeni"
Radio 1,134841028,Luapula,Mansa,Urban,Male,1,,C2,Secondary,Christian,Employed for cash,C2,"K 3,891  -  K 4,627",,25 – 34,"K FM,Radio 1,Yangeni"
K FM,134841028,Luapula,Mansa,Urban,Male,1,,C2,Secondary,Christian,Employed for cash,C2,"K 3,891  -  K 4,627",,25 – 34,"K FM,Radio 1,Yangeni"
K FM,134841033,Luapula,Mansa,Urban,Female,1,,C2,Secondary,Christian,Employed for cash,C2,"K 3,891  -  K 4,627",,45+,K FM
KNC,134995316,Central,Kapiri Mposhi,Rural,Male,1,,C2,Secondary,Christian,Employed for cash,C2,"K 3,891  -  K 4,627",,25 – 34,KNC
Serenje,134679582,Central,Serenje,Rural,Female,1,,C2,Primary,Christian,Not employed,C2,"K 3,891  -  K 4,627",,35 – 44,Serenje
Radio 1,134995315,Central,Kapiri Mposhi,Rural,Female,1,,C2,No formal education,Christian,Not employed,C2,"K 3,891  -  K 4,627",,25 – 34,Radio 1
KNC,135033819,Central,Kapiri Mposhi,Rural,Female,3,,C2,Tertiary,Christian,Employed for cash,C2,"K 3,891  -  K 4,627",,25 – 34,KNC
Radio 1,135042732,Western,Kalabo,Rural,Male,1,,C2,Secondary,Christian,Employed for cash,C2,"K 4,628   -  K 5,364",,35 – 44,"Radio 1,Radio 2"
Radio 2,135042732,Western,Kalabo,Rural,Male,1,,C2,Secondary,Christian,Employed for cash,C2,"K 4,628   -  K 5,364",,35 – 44,"Radio 1,Radio 2"
Nmano,134817367,Northern,Mungwi,Rural,Male,1,,C2,Secondary,Christian,Employed for cash,C2,"K 4,628   -  K 5,364",,35 – 44,"Radio 2,Lutanda,Nmano"
Lutanda,134817367,Northern,Mungwi,Rural,Male,1,,C2,Secondary,Christian,Employed for cash,C2,"K 4,628   -  K 5,364",,35 – 44,"Radio 2,Lutanda,Nmano"
Radio 2,134817367,Northern,Mungwi,Rural,Male,1,,C2,Secondary,Christian,Employed for cash,C2,"K 4,628   -  K 5,364",,35 – 44,"Radio 2,Lutanda,Nmano"
Nmano,134580949,Northern,Mungwi,Rural,Male,1,,C2,Primary,Christian,Employed for cash,C2,"K 4,628   -  K 5,364",,19 – 24,"Radio 1,Lutanda,Nmano"
Radio 1,134580949,Northern,Mungwi,Rural,Male,1,,C2,Primary,Christian,Employed for cash,C2,"K 4,628   -  K 5,364",,19 – 24,"Radio 1,Lutanda,Nmano"
Lutanda,134580949,Northern,Mungwi,Rural,Male,1,,C2,Primary,Christian,Employed for cash,C2,"K 4,628   -  K 5,364",,19 – 24,"Radio 1,Lutanda,Nmano"
Nmano,135086449,Northern,Kasama,Urban,Female,1,,C2,Secondary,Christian,Not employed,C2,"K 4,628   -  K 5,364",,45+,Radio Mano
Mpika,134920548,Muchinga,Mpika,Urban,Female,1,,C2,Secondary,Christian,Employed for cash,C2,"K 4,628   -  K 5,364",,35 – 44,Mpika
Radio 1,134800652,Muchinga,Mpika,Urban,Female,3,,C2,Tertiary,Christian,Employed for cash,C2,"K 4,628   -  K 5,364",,45+,"Radio 1,BBC,Mpika"
Mpika,134800652,Muchinga,Mpika,Urban,Female,3,,C2,Tertiary,Christian,Employed for cash,C2,"K 4,628   -  K 5,364",,45+,"Radio 1,BBC,Mpika"
BBC,134800652,Muchinga,Mpika,Urban,Female,3,,C2,Tertiary,Christian,Employed for cash,C2,"K 4,628   -  K 5,364",,45+,"Radio 1,BBC,Mpika"
Muchinga,135137674,Muchinga,Chinsali,Rural,Female,2,,C2,Tertiary,Christian,Not employed,C2,"K 4,628   -  K 5,364",,25 – 34,Muchinga
Nakonde,134703443,Muchinga,Isoka,Rural,Female,1,,C2,Secondary,Christian,Not employed,C2,"K 4,628   -  K 5,364",,15 – 18,"Nakonde,Isoka"
