Komboni  Sunday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Komboni  Sunday
21:15  -  21:29,134820846,Central,Mkushi,Rural,Male,2,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134820846,Central,Mkushi,Rural,Male,2,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:45  -  21:59,134820846,Central,Mkushi,Rural,Male,2,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:00  -  8:14,134891770,Central,Mkushi,Rural,Female,2,,D,Secondary,Christian,Employed for cash,D,Under K 849,,35 – 44,"8:00  -  8:14,20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134891770,Central,Mkushi,Rural,Female,2,,D,Secondary,Christian,Employed for cash,D,Under K 849,,35 – 44,"8:00  -  8:14,20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:30  -  11:44,135046405,Central,Kapiri Mposhi,Rural,Male,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,15 – 18,"11:30  -  11:44,12:00  -  12:14,12:30  -  12:44,12:45  -  12:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:45  -  12:59,135046405,Central,Kapiri Mposhi,Rural,Male,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,15 – 18,"11:30  -  11:44,12:00  -  12:14,12:30  -  12:44,12:45  -  12:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:00  -  12:14,135046405,Central,Kapiri Mposhi,Rural,Male,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,15 – 18,"11:30  -  11:44,12:00  -  12:14,12:30  -  12:44,12:45  -  12:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:30  -  12:44,135046405,Central,Kapiri Mposhi,Rural,Male,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,15 – 18,"11:30  -  11:44,12:00  -  12:14,12:30  -  12:44,12:45  -  12:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:30  -  18:44,135092929,Central,Kapiri Mposhi,Rural,Female,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,15 – 18,"5:15  -  5:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
5:15  -  5:29,135092929,Central,Kapiri Mposhi,Rural,Female,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,15 – 18,"5:15  -  5:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,135092929,Central,Kapiri Mposhi,Rural,Female,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,15 – 18,"5:15  -  5:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,135092929,Central,Kapiri Mposhi,Rural,Female,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,15 – 18,"5:15  -  5:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,135092929,Central,Kapiri Mposhi,Rural,Female,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,15 – 18,"5:15  -  5:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,135092929,Central,Kapiri Mposhi,Rural,Female,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,15 – 18,"5:15  -  5:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:45  -  18:59,135092929,Central,Kapiri Mposhi,Rural,Female,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,15 – 18,"5:15  -  5:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:15  -  19:29,135092929,Central,Kapiri Mposhi,Rural,Female,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,15 – 18,"5:15  -  5:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:15  -  21:29,135092929,Central,Kapiri Mposhi,Rural,Female,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,15 – 18,"5:15  -  5:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,135092929,Central,Kapiri Mposhi,Rural,Female,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,15 – 18,"5:15  -  5:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:00  -  18:14,135092929,Central,Kapiri Mposhi,Rural,Female,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,15 – 18,"5:15  -  5:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,135092929,Central,Kapiri Mposhi,Rural,Female,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,15 – 18,"5:15  -  5:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:15  -  18:29,135092929,Central,Kapiri Mposhi,Rural,Female,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,15 – 18,"5:15  -  5:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
5:15  -  5:29,135092930,Central,Kapiri Mposhi,Rural,Male,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44,"4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
5:45  -  5:59,135092930,Central,Kapiri Mposhi,Rural,Male,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44,"4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
4:30  -  4:44,135092930,Central,Kapiri Mposhi,Rural,Male,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44,"4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:00  -  6:14,135092930,Central,Kapiri Mposhi,Rural,Male,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44,"4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
4:45  -  4:59,135092930,Central,Kapiri Mposhi,Rural,Male,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44,"4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
4:15  -  4:29,135092930,Central,Kapiri Mposhi,Rural,Male,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44,"4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
5:00  -  5:14,135092930,Central,Kapiri Mposhi,Rural,Male,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44,"4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
4:00  -  4:14,135092930,Central,Kapiri Mposhi,Rural,Male,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44,"4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
5:30  -  5:44,135092930,Central,Kapiri Mposhi,Rural,Male,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44,"4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
5:15  -  5:29,134788044,Central,Mkushi,Rural,Male,1,,D,Tertiary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"3:00  -  3:14,3:15  -  3:29,3:45  -  3:59,4:00  -  4:14,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:30  -  8:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:30  -  11:44,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,20:00  -  20:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:00  -  8:14,134788044,Central,Mkushi,Rural,Male,1,,D,Tertiary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"3:00  -  3:14,3:15  -  3:29,3:45  -  3:59,4:00  -  4:14,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:30  -  8:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:30  -  11:44,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,20:00  -  20:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
3:45  -  3:59,134788044,Central,Mkushi,Rural,Male,1,,D,Tertiary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"3:00  -  3:14,3:15  -  3:29,3:45  -  3:59,4:00  -  4:14,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:30  -  8:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:30  -  11:44,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,20:00  -  20:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
5:00  -  5:14,134788044,Central,Mkushi,Rural,Male,1,,D,Tertiary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"3:00  -  3:14,3:15  -  3:29,3:45  -  3:59,4:00  -  4:14,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:30  -  8:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:30  -  11:44,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,20:00  -  20:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:45  -  7:59,134788044,Central,Mkushi,Rural,Male,1,,D,Tertiary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"3:00  -  3:14,3:15  -  3:29,3:45  -  3:59,4:00  -  4:14,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:30  -  8:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:30  -  11:44,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,20:00  -  20:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:45  -  10:59,134788044,Central,Mkushi,Rural,Male,1,,D,Tertiary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"3:00  -  3:14,3:15  -  3:29,3:45  -  3:59,4:00  -  4:14,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:30  -  8:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:30  -  11:44,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,20:00  -  20:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:15  -  16:29,134788044,Central,Mkushi,Rural,Male,1,,D,Tertiary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"3:00  -  3:14,3:15  -  3:29,3:45  -  3:59,4:00  -  4:14,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:30  -  8:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:30  -  11:44,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,20:00  -  20:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:30  -  10:44,134788044,Central,Mkushi,Rural,Male,1,,D,Tertiary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"3:00  -  3:14,3:15  -  3:29,3:45  -  3:59,4:00  -  4:14,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:30  -  8:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:30  -  11:44,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,20:00  -  20:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:45  -  15:59,134788044,Central,Mkushi,Rural,Male,1,,D,Tertiary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"3:00  -  3:14,3:15  -  3:29,3:45  -  3:59,4:00  -  4:14,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:30  -  8:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:30  -  11:44,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,20:00  -  20:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:30  -  11:44,134788044,Central,Mkushi,Rural,Male,1,,D,Tertiary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"3:00  -  3:14,3:15  -  3:29,3:45  -  3:59,4:00  -  4:14,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:30  -  8:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:30  -  11:44,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,20:00  -  20:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:45  -  13:59,134788044,Central,Mkushi,Rural,Male,1,,D,Tertiary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"3:00  -  3:14,3:15  -  3:29,3:45  -  3:59,4:00  -  4:14,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:30  -  8:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:30  -  11:44,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,20:00  -  20:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:00  -  16:14,134788044,Central,Mkushi,Rural,Male,1,,D,Tertiary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"3:00  -  3:14,3:15  -  3:29,3:45  -  3:59,4:00  -  4:14,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:30  -  8:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:30  -  11:44,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,20:00  -  20:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
3:00  -  3:14,134788044,Central,Mkushi,Rural,Male,1,,D,Tertiary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"3:00  -  3:14,3:15  -  3:29,3:45  -  3:59,4:00  -  4:14,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:30  -  8:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:30  -  11:44,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,20:00  -  20:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
