Chimwemwe analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Chimwemwe
6:30  -  6:44,82091969,Copperbelt,Ndola,Urban,Female,1,None,C1,Some high school,Other Christian,A business owner,C1,"K 3,891  -  K 4,627",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
6:45  -  6:59,82091969,Copperbelt,Ndola,Urban,Female,1,None,C1,Some high school,Other Christian,A business owner,C1,"K 3,891  -  K 4,627",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
7:00  -  7:14,82091969,Copperbelt,Ndola,Urban,Female,1,None,C1,Some high school,Other Christian,A business owner,C1,"K 3,891  -  K 4,627",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
6:15  -  6:29,82091969,Copperbelt,Ndola,Urban,Female,1,None,C1,Some high school,Other Christian,A business owner,C1,"K 3,891  -  K 4,627",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
6:00  -  6:14,82091969,Copperbelt,Ndola,Urban,Female,1,None,C1,Some high school,Other Christian,A business owner,C1,"K 3,891  -  K 4,627",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
6:00  -  6:14,82094391,Copperbelt,Ndola,Urban,Male,1,One,AB,Some high school,Other Christian,Student,AB,Refusal [Do not show],Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
6:45  -  6:59,82094391,Copperbelt,Ndola,Urban,Male,1,One,AB,Some high school,Other Christian,Student,AB,Refusal [Do not show],Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
6:30  -  6:44,82094391,Copperbelt,Ndola,Urban,Male,1,One,AB,Some high school,Other Christian,Student,AB,Refusal [Do not show],Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
6:15  -  6:29,82094391,Copperbelt,Ndola,Urban,Male,1,One,AB,Some high school,Other Christian,Student,AB,Refusal [Do not show],Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
12:00  -  12:14,82105049,Copperbelt,Ndola,Urban,Male,1,None,C2,Completed high School,Other Christian,Retired - voluntary scholarspensioners,C2,Refusal [Do not show],Yes,35 – 44,"12:00  -  12:14,13:15  -  13:29,12:00  -  12:14,13:15  -  13:29,12:00  -  12:14,13:15  -  13:29,12:00  -  12:14,13:15  -  13:29,12:00  -  12:14,13:15  -  13:29,12:00  -  12:14,13:15  -  13:29,12:00  -  12:14,13:15  -  13:29,12:00  -  12:14,13:15  -  13:29"
13:15  -  13:29,82105049,Copperbelt,Ndola,Urban,Male,1,None,C2,Completed high School,Other Christian,Retired - voluntary scholarspensioners,C2,Refusal [Do not show],Yes,35 – 44,"12:00  -  12:14,13:15  -  13:29,12:00  -  12:14,13:15  -  13:29,12:00  -  12:14,13:15  -  13:29,12:00  -  12:14,13:15  -  13:29,12:00  -  12:14,13:15  -  13:29,12:00  -  12:14,13:15  -  13:29,12:00  -  12:14,13:15  -  13:29,12:00  -  12:14,13:15  -  13:29"
8:45  -  8:59,82179280,Copperbelt,Ndola,Urban,Male,3,One,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Refusal [Do not show],Yes,25 – 34,"8:45  -  8:59,8:45  -  8:59,8:45  -  8:59,8:45  -  8:59,8:45  -  8:59,8:45  -  8:59,,8:45  -  8:59,8:45  -  8:59"
18:30  -  18:44,82180022,Copperbelt,Kitwe,Urban,Male,1,None,D,Some primary school,Other Christian,Student,D,Refusal [Do not show],No,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
18:15  -  18:29,82180022,Copperbelt,Kitwe,Urban,Male,1,None,D,Some primary school,Other Christian,Student,D,Refusal [Do not show],No,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
18:45  -  18:59,82180022,Copperbelt,Kitwe,Urban,Male,1,None,D,Some primary school,Other Christian,Student,D,Refusal [Do not show],No,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
19:00  -  19:14,82180022,Copperbelt,Kitwe,Urban,Male,1,None,D,Some primary school,Other Christian,Student,D,Refusal [Do not show],No,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
18:00  -  18:14,82180022,Copperbelt,Kitwe,Urban,Male,1,None,D,Some primary school,Other Christian,Student,D,Refusal [Do not show],No,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
19:15  -  19:29,82180022,Copperbelt,Kitwe,Urban,Male,1,None,D,Some primary school,Other Christian,Student,D,Refusal [Do not show],No,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
19:45  -  19:59,82181719,Copperbelt,Ndola,Urban,Male,1,None,C1,Primary school completed,Other Christian,Student,C1,Refusal [Do not show],No,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
19:15  -  19:29,82181719,Copperbelt,Ndola,Urban,Male,1,None,C1,Primary school completed,Other Christian,Student,C1,Refusal [Do not show],No,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
19:00  -  19:14,82181719,Copperbelt,Ndola,Urban,Male,1,None,C1,Primary school completed,Other Christian,Student,C1,Refusal [Do not show],No,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
19:30  -  19:44,82181719,Copperbelt,Ndola,Urban,Male,1,None,C1,Primary school completed,Other Christian,Student,C1,Refusal [Do not show],No,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
10:45  -  10:59,82182407,Copperbelt,Ndola,Urban,Male,2,One,C2,Some high school,Other Christian,Student,C2,"K 43,168 and above",Yes,25 – 34,"10:45  -  10:59,10:45  -  10:59,10:45  -  10:59,10:45  -  10:59,10:45  -  10:59,10:45  -  10:59,,10:45  -  10:59,10:45  -  10:59"
11:30  -  11:44,82267635,Copperbelt,Ndola,Urban,Male,2,Two or More,C1,Completed high School,Other Christian,A housewife/househusband,C1,Refusal [Do not show],Yes,25 – 34,"11:30  -  11:44,11:30  -  11:44,11:30  -  11:44,11:30  -  11:44,11:30  -  11:44,11:30  -  11:44,,11:30  -  11:44,11:30  -  11:44"
18:00  -  18:14,82360812,Copperbelt,Ndola,Urban,Male,1,One,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
18:30  -  18:44,82360812,Copperbelt,Ndola,Urban,Male,1,One,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
18:45  -  18:59,82360812,Copperbelt,Ndola,Urban,Male,1,One,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
18:15  -  18:29,82360812,Copperbelt,Ndola,Urban,Male,1,One,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
18:00  -  18:14,82361936,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
18:30  -  18:44,82361936,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
18:45  -  18:59,82361936,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
18:15  -  18:29,82361936,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
18:45  -  18:59,82449548,Copperbelt,Ndola,Urban,Female,1,One,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,"18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
