Yangeni analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Yangeni
8:45  -  8:59,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,",,,,,,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
7:15  -  7:29,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,",,,,,,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
6:45  -  6:59,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,",,,,,,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
4:45  -  4:59,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,",,,,,,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
4:30  -  4:44,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,",,,,,,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
5:15  -  5:29,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,",,,,,,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
7:45  -  7:59,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,",,,,,,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
7:00  -  7:14,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,",,,,,,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
6:00  -  6:14,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,",,,,,,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
5:45  -  5:59,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,",,,,,,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
8:30  -  8:44,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,",,,,,,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
6:30  -  6:44,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,",,,,,,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
7:30  -  7:44,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,",,,,,,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
5:30  -  5:44,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,",,,,,,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
5:00  -  5:14,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,",,,,,,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
4:15  -  4:29,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,",,,,,,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
6:15  -  6:29,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,",,,,,,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
8:15  -  8:29,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,",,,,,,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
4:00  -  4:14,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,",,,,,,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
8:00  -  8:14,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,",,,,,,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
9:00  -  9:14,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,",,,,,,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
7:15  -  7:29,60667632,Lusaka,Lusaka,Urban,Female,1,None,C1,University completed,Roman Catholic,Working Full-Time,C1,"K 5,365  -  K 6,102",Yes,35 – 44,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,,,,"
7:45  -  7:59,60667632,Lusaka,Lusaka,Urban,Female,1,None,C1,University completed,Roman Catholic,Working Full-Time,C1,"K 5,365  -  K 6,102",Yes,35 – 44,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,,,,"
7:30  -  7:44,60667632,Lusaka,Lusaka,Urban,Female,1,None,C1,University completed,Roman Catholic,Working Full-Time,C1,"K 5,365  -  K 6,102",Yes,35 – 44,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,,,,"
7:00  -  7:14,60667632,Lusaka,Lusaka,Urban,Female,1,None,C1,University completed,Roman Catholic,Working Full-Time,C1,"K 5,365  -  K 6,102",Yes,35 – 44,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,,,,"
8:00  -  8:14,60667632,Lusaka,Lusaka,Urban,Female,1,None,C1,University completed,Roman Catholic,Working Full-Time,C1,"K 5,365  -  K 6,102",Yes,35 – 44,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,,,,"
19:30  -  19:44,60670481,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",,,,,,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,"
20:00  -  20:14,60670481,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",,,,,,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,"
18:30  -  18:44,60670481,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",,,,,,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,"
18:15  -  18:29,60670481,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",,,,,,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,"
18:45  -  18:59,60670481,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",,,,,,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,"
19:45  -  19:59,60670481,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",,,,,,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,"
19:00  -  19:14,60670481,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",,,,,,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,"
18:00  -  18:14,60670481,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",,,,,,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,"
19:15  -  19:29,60670481,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",,,,,,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,"
7:00  -  7:14,60685302,Lusaka,Kafue,Rural,Male,1,None,C2,Some high school,Seventh Day Adventists,Refused/ don’t know (DON’T READ),D,No Income,Yes,25 – 34,",7:00  -  7:14,8:30  -  8:44,,,,,,"
8:30  -  8:44,60685302,Lusaka,Kafue,Rural,Male,1,None,C2,Some high school,Seventh Day Adventists,Refused/ don’t know (DON’T READ),D,No Income,Yes,25 – 34,",7:00  -  7:14,8:30  -  8:44,,,,,,"
4:15  -  4:29,60685304,Lusaka,Kafue,Rural,Female,3,None,C2,Primary school completed,Roman Catholic,Self employed,D,"K 2,500   -  K 3,154",No,45+,",4:15  -  4:29,0:30  -  0:44,,,,,,"
0:30  -  0:44,60685304,Lusaka,Kafue,Rural,Female,3,None,C2,Primary school completed,Roman Catholic,Self employed,D,"K 2,500   -  K 3,154",No,45+,",4:15  -  4:29,0:30  -  0:44,,,,,,"
14:15  -  14:29,60688914,Lusaka,Lusaka,Urban,Female,1,One,C1,University completed,Other Christian,Housewife,C1,K 850-K 1674,Yes,35 – 44,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,,,,,,,"
14:30  -  14:44,60688914,Lusaka,Lusaka,Urban,Female,1,One,C1,University completed,Other Christian,Housewife,C1,K 850-K 1674,Yes,35 – 44,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,,,,,,,"
14:00  -  14:14,60688914,Lusaka,Lusaka,Urban,Female,1,One,C1,University completed,Other Christian,Housewife,C1,K 850-K 1674,Yes,35 – 44,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,,,,,,,"
14:45  -  14:59,60688914,Lusaka,Lusaka,Urban,Female,1,One,C1,University completed,Other Christian,Housewife,C1,K 850-K 1674,Yes,35 – 44,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,,,,,,,"
15:00  -  15:14,60688914,Lusaka,Lusaka,Urban,Female,1,One,C1,University completed,Other Christian,Housewife,C1,K 850-K 1674,Yes,35 – 44,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,,,,,,,"
16:00  -  16:14,60689992,Lusaka,Lusaka,Urban,Female,1,None,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34,",,,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
15:00  -  15:14,60689992,Lusaka,Lusaka,Urban,Female,1,None,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34,",,,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
15:45  -  15:59,60689992,Lusaka,Lusaka,Urban,Female,1,None,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34,",,,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
15:15  -  15:29,60689992,Lusaka,Lusaka,Urban,Female,1,None,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34,",,,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
15:30  -  15:44,60689992,Lusaka,Lusaka,Urban,Female,1,None,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34,",,,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
16:00  -  16:14,60689993,Lusaka,Lusaka,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,19 – 24,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
16:15  -  16:29,60689993,Lusaka,Lusaka,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,19 – 24,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
17:00  -  17:14,60689993,Lusaka,Lusaka,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,19 – 24,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
16:45  -  16:59,60689993,Lusaka,Lusaka,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,19 – 24,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
16:30  -  16:44,60689993,Lusaka,Lusaka,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,19 – 24,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
16:00  -  16:14,60689994,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34,",,,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
16:15  -  16:29,60689994,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34,",,,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
17:00  -  17:14,60689994,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34,",,,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
16:45  -  16:59,60689994,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34,",,,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
15:00  -  15:14,60689994,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34,",,,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
15:45  -  15:59,60689994,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34,",,,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
15:15  -  15:29,60689994,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34,",,,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
