,Zambezi Magic  Monday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Zambezi Magic  Monday
605,17:00  -  17:14,82470055,Copperbelt,Ndola,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,"14:45  -  14:59,15:00  -  15:14,15:30  -  15:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
606,15:00  -  15:14,82470055,Copperbelt,Ndola,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,"14:45  -  14:59,15:00  -  15:14,15:30  -  15:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
607,13:00  -  13:14,82498314,Copperbelt,Ndola,Urban,Male,2,None,C1,Some high school,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,35 – 44,"10:30  -  10:44,13:00  -  13:14"
608,10:30  -  10:44,82498314,Copperbelt,Ndola,Urban,Male,2,None,C1,Some high school,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,35 – 44,"10:30  -  10:44,13:00  -  13:14"
609,10:15  -  10:29,82498315,Copperbelt,Ndola,Urban,Female,1,One,C1,Some primary school,Other Christian,A commercial farmer/fisherman,C1,Refusal [Do not show],Yes,19 – 24,"9:00  -  9:14,10:15  -  10:29,14:00  -  14:14"
610,9:00  -  9:14,82498315,Copperbelt,Ndola,Urban,Female,1,One,C1,Some primary school,Other Christian,A commercial farmer/fisherman,C1,Refusal [Do not show],Yes,19 – 24,"9:00  -  9:14,10:15  -  10:29,14:00  -  14:14"
611,14:00  -  14:14,82498315,Copperbelt,Ndola,Urban,Female,1,One,C1,Some primary school,Other Christian,A commercial farmer/fisherman,C1,Refusal [Do not show],Yes,19 – 24,"9:00  -  9:14,10:15  -  10:29,14:00  -  14:14"
612,14:45  -  14:59,82541841,Copperbelt,Ndola,Urban,Male,1,None,C1,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,25 – 34,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
613,14:30  -  14:44,82541841,Copperbelt,Ndola,Urban,Male,1,None,C1,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,25 – 34,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
614,15:00  -  15:14,82541841,Copperbelt,Ndola,Urban,Male,1,None,C1,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,25 – 34,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
615,13:00  -  13:14,82543554,Copperbelt,Ndola,Urban,Male,1,One,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44"
616,13:30  -  13:44,82543554,Copperbelt,Ndola,Urban,Male,1,One,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44"
617,13:15  -  13:29,82543554,Copperbelt,Ndola,Urban,Male,1,One,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44"
618,18:30  -  18:44,82628581,Copperbelt,Ndola,Urban,Female,1,Two or More,C1,Some university,Other Christian,Working Full-Time,C1,Refusal [Do not show],Yes,19 – 24,"17:00  -  17:14,17:30  -  17:44,18:30  -  18:44"
619,17:00  -  17:14,82628581,Copperbelt,Ndola,Urban,Female,1,Two or More,C1,Some university,Other Christian,Working Full-Time,C1,Refusal [Do not show],Yes,19 – 24,"17:00  -  17:14,17:30  -  17:44,18:30  -  18:44"
620,17:30  -  17:44,82628581,Copperbelt,Ndola,Urban,Female,1,Two or More,C1,Some university,Other Christian,Working Full-Time,C1,Refusal [Do not show],Yes,19 – 24,"17:00  -  17:14,17:30  -  17:44,18:30  -  18:44"
621,22:15  -  22:29,60543024,Lusaka,Lusaka district,Urban,Male,1,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29"
622,21:45  -  21:59,60543024,Lusaka,Lusaka district,Urban,Male,1,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29"
623,22:00  -  22:14,60543024,Lusaka,Lusaka district,Urban,Male,1,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29"
624,21:15  -  21:29,60543024,Lusaka,Lusaka district,Urban,Male,1,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29"
625,21:00  -  21:14,60543024,Lusaka,Lusaka district,Urban,Male,1,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29"
626,21:30  -  21:44,60543024,Lusaka,Lusaka district,Urban,Male,1,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29"
627,15:15  -  15:29,60582410,Southern,Mazabuka,Urban,Male,0,None,C2,Some high school,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34,15:15  -  15:29
628,18:30  -  18:44,60601399,Northern,Kasama,Urban,Male,1,None,C2,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],Do not know,No Income,Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
629,18:45  -  18:59,60601399,Northern,Kasama,Urban,Male,1,None,C2,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],Do not know,No Income,Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
630,18:15  -  18:29,60601399,Northern,Kasama,Urban,Male,1,None,C2,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],Do not know,No Income,Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
631,19:00  -  19:14,60601399,Northern,Kasama,Urban,Male,1,None,C2,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],Do not know,No Income,Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
632,18:00  -  18:14,60601399,Northern,Kasama,Urban,Male,1,None,C2,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],Do not know,No Income,Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
633,20:45  -  20:59,60617261,Central,Mkushi,Rural,Male,1,None,C2,Some high school,Roman Catholic,Self employed,D,K 850-K 1674,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
634,20:00  -  20:14,60617261,Central,Mkushi,Rural,Male,1,None,C2,Some high school,Roman Catholic,Self employed,D,K 850-K 1674,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
635,20:30  -  20:44,60617261,Central,Mkushi,Rural,Male,1,None,C2,Some high school,Roman Catholic,Self employed,D,K 850-K 1674,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
636,20:15  -  20:29,60617261,Central,Mkushi,Rural,Male,1,None,C2,Some high school,Roman Catholic,Self employed,D,K 850-K 1674,No,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
637,10:45  -  10:59,60649640,Lusaka,Lusaka district,Urban,Female,1,None,C2,Some high school,Other Christian,Unemployed [SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
638,11:00  -  11:14,60649640,Lusaka,Lusaka district,Urban,Female,1,None,C2,Some high school,Other Christian,Unemployed [SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
639,10:30  -  10:44,60649640,Lusaka,Lusaka district,Urban,Female,1,None,C2,Some high school,Other Christian,Unemployed [SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
640,18:30  -  18:44,60667736,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Roman Catholic,Self employed,D,"K 3,155   -  K 3,890",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
641,19:30  -  19:44,60667736,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Roman Catholic,Self employed,D,"K 3,155   -  K 3,890",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
642,19:45  -  19:59,60667736,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Roman Catholic,Self employed,D,"K 3,155   -  K 3,890",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
643,18:45  -  18:59,60667736,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Roman Catholic,Self employed,D,"K 3,155   -  K 3,890",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
644,21:45  -  21:59,60667736,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Roman Catholic,Self employed,D,"K 3,155   -  K 3,890",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
645,20:00  -  20:14,60667736,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Roman Catholic,Self employed,D,"K 3,155   -  K 3,890",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
646,20:30  -  20:44,60667736,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Roman Catholic,Self employed,D,"K 3,155   -  K 3,890",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
647,18:15  -  18:29,60667736,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Roman Catholic,Self employed,D,"K 3,155   -  K 3,890",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
648,20:45  -  20:59,60667736,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Roman Catholic,Self employed,D,"K 3,155   -  K 3,890",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
649,21:15  -  21:29,60667736,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Roman Catholic,Self employed,D,"K 3,155   -  K 3,890",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
650,19:00  -  19:14,60667736,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Roman Catholic,Self employed,D,"K 3,155   -  K 3,890",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
651,20:15  -  20:29,60667736,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Roman Catholic,Self employed,D,"K 3,155   -  K 3,890",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
652,21:30  -  21:44,60667736,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Roman Catholic,Self employed,D,"K 3,155   -  K 3,890",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
653,18:00  -  18:14,60667736,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Roman Catholic,Self employed,D,"K 3,155   -  K 3,890",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
654,21:00  -  21:14,60667736,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Roman Catholic,Self employed,D,"K 3,155   -  K 3,890",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
655,19:15  -  19:29,60667736,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Roman Catholic,Self employed,D,"K 3,155   -  K 3,890",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
656,21:45  -  21:59,60677791,Copperbelt,Luanshya,Rural,Female,0,None,C2,Some high school,Orthodox,Self employed,D,"K 1675- K2,499",Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
657,20:00  -  20:14,60677791,Copperbelt,Luanshya,Rural,Female,0,None,C2,Some high school,Orthodox,Self employed,D,"K 1675- K2,499",Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
658,20:30  -  20:44,60677791,Copperbelt,Luanshya,Rural,Female,0,None,C2,Some high school,Orthodox,Self employed,D,"K 1675- K2,499",Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
659,22:00  -  22:14,60677791,Copperbelt,Luanshya,Rural,Female,0,None,C2,Some high school,Orthodox,Self employed,D,"K 1675- K2,499",Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
660,20:45  -  20:59,60677791,Copperbelt,Luanshya,Rural,Female,0,None,C2,Some high school,Orthodox,Self employed,D,"K 1675- K2,499",Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
661,21:15  -  21:29,60677791,Copperbelt,Luanshya,Rural,Female,0,None,C2,Some high school,Orthodox,Self employed,D,"K 1675- K2,499",Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
662,20:15  -  20:29,60677791,Copperbelt,Luanshya,Rural,Female,0,None,C2,Some high school,Orthodox,Self employed,D,"K 1675- K2,499",Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
663,21:00  -  21:14,60677791,Copperbelt,Luanshya,Rural,Female,0,None,C2,Some high school,Orthodox,Self employed,D,"K 1675- K2,499",Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
664,21:30  -  21:44,60677791,Copperbelt,Luanshya,Rural,Female,0,None,C2,Some high school,Orthodox,Self employed,D,"K 1675- K2,499",Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
665,19:45  -  19:59,60677792,Copperbelt,Luanshya,Rural,Female,0,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
666,21:45  -  21:59,60677792,Copperbelt,Luanshya,Rural,Female,0,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
667,22:00  -  22:14,60677792,Copperbelt,Luanshya,Rural,Female,0,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
668,22:15  -  22:29,60677792,Copperbelt,Luanshya,Rural,Female,0,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
669,20:00  -  20:14,60677792,Copperbelt,Luanshya,Rural,Female,0,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
670,21:00  -  21:14,60677792,Copperbelt,Luanshya,Rural,Female,0,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
671,21:30  -  21:44,60677792,Copperbelt,Luanshya,Rural,Female,0,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
672,18:45  -  18:59,60677792,Copperbelt,Luanshya,Rural,Female,0,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
