,African magic  Sunday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,African magic  Sunday
401,18:45  -  18:59,82117690,Eastern,Chipata,Rural,Male,1,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,Yes,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
402,17:15  -  17:29,82117690,Eastern,Chipata,Rural,Male,1,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,Yes,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
403,17:00  -  17:14,82117690,Eastern,Chipata,Rural,Male,1,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,Yes,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
404,18:15  -  18:29,82117690,Eastern,Chipata,Rural,Male,1,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,Yes,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
405,18:00  -  18:14,82117690,Eastern,Chipata,Rural,Male,1,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,Yes,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
406,18:30  -  18:44,82117690,Eastern,Chipata,Rural,Male,1,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,Yes,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
407,17:45  -  17:59,82117690,Eastern,Chipata,Rural,Male,1,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,Yes,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
408,17:30  -  17:44,82117690,Eastern,Chipata,Rural,Male,1,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,Yes,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
409,9:15  -  9:29,82178833,North-Western,Solwezi,Urban,Female,1,None,C2,Some high school,Other Christian,A business owner,C2,K 850-K 1674,Yes,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:45  -  9:59"
410,9:00  -  9:14,82178833,North-Western,Solwezi,Urban,Female,1,None,C2,Some high school,Other Christian,A business owner,C2,K 850-K 1674,Yes,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:45  -  9:59"
411,9:45  -  9:59,82178833,North-Western,Solwezi,Urban,Female,1,None,C2,Some high school,Other Christian,A business owner,C2,K 850-K 1674,Yes,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:45  -  9:59"
412,19:45  -  19:59,82179280,Copperbelt,Ndola,Urban,Male,3,One,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Refusal [Do not show],Yes,25 – 34,19:45  -  19:59
413,12:45  -  12:59,82182407,Copperbelt,Ndola,Urban,Male,2,One,C2,Some high school,Other Christian,Student,C2,"K 43,168 and above",Yes,25 – 34,12:45  -  12:59
414,23:30  -  23:44,82190818,Southern,Livingstone,Urban,Female,1,None,C2,No formal education,Other Christian,A housewife/househusband,C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
415,22:15  -  22:29,82190818,Southern,Livingstone,Urban,Female,1,None,C2,No formal education,Other Christian,A housewife/househusband,C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
416,21:00  -  21:14,82190818,Southern,Livingstone,Urban,Female,1,None,C2,No formal education,Other Christian,A housewife/househusband,C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
417,23:00  -  23:14,82190818,Southern,Livingstone,Urban,Female,1,None,C2,No formal education,Other Christian,A housewife/househusband,C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
418,20:45  -  20:59,82190818,Southern,Livingstone,Urban,Female,1,None,C2,No formal education,Other Christian,A housewife/househusband,C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
419,23:45  -  23:59,82190818,Southern,Livingstone,Urban,Female,1,None,C2,No formal education,Other Christian,A housewife/househusband,C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
420,22:00  -  22:14,82190818,Southern,Livingstone,Urban,Female,1,None,C2,No formal education,Other Christian,A housewife/househusband,C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
421,21:30  -  21:44,82190818,Southern,Livingstone,Urban,Female,1,None,C2,No formal education,Other Christian,A housewife/househusband,C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
422,20:15  -  20:29,82190818,Southern,Livingstone,Urban,Female,1,None,C2,No formal education,Other Christian,A housewife/househusband,C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
423,21:15  -  21:29,82190818,Southern,Livingstone,Urban,Female,1,None,C2,No formal education,Other Christian,A housewife/househusband,C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
424,20:30  -  20:44,82190818,Southern,Livingstone,Urban,Female,1,None,C2,No formal education,Other Christian,A housewife/househusband,C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
425,23:15  -  23:29,82190818,Southern,Livingstone,Urban,Female,1,None,C2,No formal education,Other Christian,A housewife/househusband,C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
426,22:30  -  22:44,82190818,Southern,Livingstone,Urban,Female,1,None,C2,No formal education,Other Christian,A housewife/househusband,C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
427,21:45  -  21:59,82190818,Southern,Livingstone,Urban,Female,1,None,C2,No formal education,Other Christian,A housewife/househusband,C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
428,22:45  -  22:59,82190818,Southern,Livingstone,Urban,Female,1,None,C2,No formal education,Other Christian,A housewife/househusband,C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
429,20:00  -  20:14,82190818,Southern,Livingstone,Urban,Female,1,None,C2,No formal education,Other Christian,A housewife/househusband,C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
430,8:15  -  8:29,82192494,Southern,Livingstone,Urban,Female,1,None,C2,Some university,Other Christian,A business owner,C2,K 850-K 1674,Yes,19 – 24,"6:30  -  6:44,8:15  -  8:29,12:45  -  12:59,14:15  -  14:29,20:30  -  20:44,21:30  -  21:44"
431,12:45  -  12:59,82192494,Southern,Livingstone,Urban,Female,1,None,C2,Some university,Other Christian,A business owner,C2,K 850-K 1674,Yes,19 – 24,"6:30  -  6:44,8:15  -  8:29,12:45  -  12:59,14:15  -  14:29,20:30  -  20:44,21:30  -  21:44"
432,21:30  -  21:44,82192494,Southern,Livingstone,Urban,Female,1,None,C2,Some university,Other Christian,A business owner,C2,K 850-K 1674,Yes,19 – 24,"6:30  -  6:44,8:15  -  8:29,12:45  -  12:59,14:15  -  14:29,20:30  -  20:44,21:30  -  21:44"
433,14:15  -  14:29,82192494,Southern,Livingstone,Urban,Female,1,None,C2,Some university,Other Christian,A business owner,C2,K 850-K 1674,Yes,19 – 24,"6:30  -  6:44,8:15  -  8:29,12:45  -  12:59,14:15  -  14:29,20:30  -  20:44,21:30  -  21:44"
434,20:30  -  20:44,82192494,Southern,Livingstone,Urban,Female,1,None,C2,Some university,Other Christian,A business owner,C2,K 850-K 1674,Yes,19 – 24,"6:30  -  6:44,8:15  -  8:29,12:45  -  12:59,14:15  -  14:29,20:30  -  20:44,21:30  -  21:44"
435,6:30  -  6:44,82192494,Southern,Livingstone,Urban,Female,1,None,C2,Some university,Other Christian,A business owner,C2,K 850-K 1674,Yes,19 – 24,"6:30  -  6:44,8:15  -  8:29,12:45  -  12:59,14:15  -  14:29,20:30  -  20:44,21:30  -  21:44"
436,10:30  -  10:44,82205276,Copperbelt,Kitwe,Urban,Female,3,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
437,11:00  -  11:14,82205276,Copperbelt,Kitwe,Urban,Female,3,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
438,10:45  -  10:59,82205276,Copperbelt,Kitwe,Urban,Female,3,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
439,10:00  -  10:14,82205276,Copperbelt,Kitwe,Urban,Female,3,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
440,10:15  -  10:29,82205276,Copperbelt,Kitwe,Urban,Female,3,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
441,19:45  -  19:59,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:15  -  20:29,21:15  -  21:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
442,22:00  -  22:14,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:15  -  20:29,21:15  -  21:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
443,20:15  -  20:29,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:15  -  20:29,21:15  -  21:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
444,20:30  -  20:44,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:15  -  20:29,21:15  -  21:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
445,15:30  -  15:44,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:15  -  20:29,21:15  -  21:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
446,15:45  -  15:59,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:15  -  20:29,21:15  -  21:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
447,18:45  -  18:59,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:15  -  20:29,21:15  -  21:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
448,17:00  -  17:14,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:15  -  20:29,21:15  -  21:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
449,19:15  -  19:29,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:15  -  20:29,21:15  -  21:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
450,16:15  -  16:29,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:15  -  20:29,21:15  -  21:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
451,15:15  -  15:29,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:15  -  20:29,21:15  -  21:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
452,17:45  -  17:59,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:15  -  20:29,21:15  -  21:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
453,21:45  -  21:59,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:15  -  20:29,21:15  -  21:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
454,21:00  -  21:14,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:15  -  20:29,21:15  -  21:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
455,20:45  -  20:59,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:15  -  20:29,21:15  -  21:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
456,21:15  -  21:29,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:15  -  20:29,21:15  -  21:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
457,15:00  -  15:14,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:15  -  20:29,21:15  -  21:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
458,17:30  -  17:44,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,17:00  -  17:14,17:30  -  17:44,17:45  -  17:59,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:15  -  20:29,21:15  -  21:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
