SbjNum,Read or paged through a newspaper,Watched pay TV,Internet Users,Social Network Sites Users,Radio Listenership,Magazine Readership,TV Viewership,Watched Video/Movie using VCR,Watched VCD/ DVD,Music on CD,Music on IPOD/MP3 player,Watched pay TV e.g.DSTV,Email Access,Visit a Cinema,Sent SMS on Phone,Made a Call on Phone,Mobile Cinema or Projected,Book Reader,Promotion participant,Newspaper Online Readership,Radio Listenership - Mobile Phone,Promotion participant - SMS,Radio/TV Talk Show participant - SMS,Radio/TV Talk Show participant - Call,Attended/Participated in a road show,Community Education Meeting,Stereo tape,Watched Free to Air
134670301,Past 12 Months,Past 12 Months,Never,Never,Yesterday,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Never,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Past 12 Months,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never
134670304,Past 4 Weeks,Never,Past 12 Months,Never,Yesterday,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Past 4 Weeks,Past 12 Months,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Never,Yesterday,Past 12 Months,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Past 4 Weeks
134670306,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never
134670542,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never
134670546,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134670547,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months
134670801,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days
134670802,Never,Past 4 Weeks,Never,Never,Past 4 Weeks,Yesterday,Past 4 Weeks,Never,Yesterday,Past 12 Months,Never,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never
134694419,Never,Past 4 Weeks,Never,Never,Past 4 Weeks,Past 12 Months,Past 4 Weeks,Never,Past 7 Days,Past 7 Days,Never,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Yesterday,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Never,Never
134698059,Yesterday,Yesterday,Never,Never,Past 12 Months,Past 7 Days,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Yesterday,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never
134698577,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Past 12 Months,Never,Past 12 Months,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134698580,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Past 7 Days,Never,Never,Never
134724192,Past 12 Months,Yesterday,Never,Never,Past 4 Weeks,Past 12 Months,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Never,Never,Never,Past 7 Days,Yesterday,Never,Never,Never,Never,Past 7 Days,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 12 Months,Never
134730193,Never,Yesterday,Never,Never,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Never,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Past 12 Months,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never
134730195,Never,Never,Never,Never,Past 4 Weeks,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Past 4 Weeks,Yesterday,Never,Yesterday,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Never
134730196,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
134730197,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
134731372,Never,Never,Never,Never,Past 12 Months,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Never,Past 12 Months,Yesterday,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Past 12 Months,Never,Past 12 Months,Never
134731373,Never,Never,Never,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
134731375,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Yesterday,Never,Never,Never
134731376,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
134734236,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 7 Days,Never,Never,Never
134734237,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Past 7 Days,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 7 Days,Never,Never,Never
134734242,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
134774407,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Yesterday,Past 7 Days,Never,Never,Past 7 Days,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 7 Days,Never,Never,Never
134774556,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never
134775268,Never,Past 4 Weeks,Never,Never,Past 12 Months,Never,Past 4 Weeks,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
134775269,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134775270,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134775372,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134775373,Never,Never,Never,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Never,Past 12 Months,Never,Never,Never,Past 12 Months,Never,Never,Past 12 Months,Never
134775374,Never,Past 4 Weeks,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134775375,Past 12 Months,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Past 4 Weeks,Past 7 Days,Past 4 Weeks,Never,Never,Never,Never,Never,Yesterday,Never,Never,Past 12 Months,Never,Never,Never,Never,Past 7 Days,Never,Past 4 Weeks,Never
134776199,Past 12 Months,Past 12 Months,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 12 Months,Past 7 Days,Past 4 Weeks,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
134776201,Past 12 Months,Past 12 Months,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Past 4 Weeks,Yesterday,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Never,Past 4 Weeks,Never,Past 12 Months,Never
134801680,Never,Never,Never,Never,Past 4 Weeks,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Yesterday,Yesterday,Never,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Never
134820236,Never,Never,Never,Never,Past 7 Days,Never,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Past 7 Days,Past 7 Days,Never,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Never
134820238,Past 12 Months,Never,Never,Never,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Never
134821797,Past 12 Months,Past 4 Weeks,Never,Never,Past 12 Months,Past 12 Months,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never
134824816,Past 12 Months,Never,Past 12 Months,Never,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Never
134828381,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
134828382,Past 4 Weeks,Past 7 Days,Never,Never,Yesterday,Past 4 Weeks,Past 7 Days,Never,Past 7 Days,Yesterday,Never,Past 4 Weeks,Past 4 Weeks,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Past 4 Weeks,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks
134828383,Past 12 Months,Past 12 Months,Never,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Past 7 Days,Past 7 Days,Never,Past 12 Months,Past 4 Weeks,Never,Yesterday,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 12 Months,Never
134838580,Past 12 Months,Past 4 Weeks,Never,Never,Yesterday,Past 12 Months,Past 7 Days,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 12 Months,Never,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Never,Past 12 Months,Past 12 Months,Never,Past 7 Days,Never,Never,Never,Never,Past 7 Days,Past 12 Months,Past 7 Days,Past 12 Months
134838582,Never,Never,Never,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Past 12 Months,Never,Never,Past 12 Months,Past 4 Weeks,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never
134853639,Never,Never,Never,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never
134853641,Never,Past 12 Months,Never,Never,Yesterday,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Past 7 Days,Yesterday,Never,Never,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never
134853644,Never,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never
134853645,Never,Past 7 Days,Never,Never,Yesterday,Never,Past 7 Days,Never,Never,Past 7 Days,Never,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134853754,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 12 Months,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Past 7 Days,Never,Never,Never,Never,Past 12 Months,Never,Past 12 Months,Past 12 Months
134853755,Past 12 Months,Yesterday,Yesterday,Never,Past 7 Days,Past 7 Days,Yesterday,Past 12 Months,Past 4 Weeks,Yesterday,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 7 Days,Never,Never,Never,Never,Past 4 Weeks,Never,Past 4 Weeks,Yesterday
134853756,Never,Never,Never,Never,Past 7 Days,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Never,Past 7 Days,Yesterday,Never,Past 12 Months,Never,Never,Past 4 Weeks,Never,Never,Past 12 Months,Never,Past 12 Months,Never,Past 12 Months,Never
134853757,Never,Never,Never,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
134853758,Never,Never,Never,Never,Past 7 Days,Never,Past 12 Months,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Never,Past 7 Days,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Past 12 Months,Past 12 Months
134853759,Never,Never,Never,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never
134853760,Past 12 Months,Never,Never,Never,Past 7 Days,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134853761,Past 4 Weeks,Past 7 Days,Never,Never,Past 7 Days,Past 4 Weeks,Past 7 Days,Never,Never,Never,Never,Never,Never,Past 7 Days,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134853762,Never,Never,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134854040,Never,Never,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134854041,Never,Never,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134854044,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134854046,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134854047,Never,Never,Never,Never,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134854182,Never,Never,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134854183,Never,Never,Never,Never,Past 12 Months,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
134854184,Never,Past 7 Days,Never,Never,Past 7 Days,Never,Past 7 Days,Never,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Past 4 Weeks,Never,Past 7 Days,Never
134854185,Never,Past 12 Months,Never,Never,Yesterday,Never,Past 12 Months,Never,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
134854186,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Never,Past 12 Months,Never,Past 12 Months,Never
134854189,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Never,Past 4 Weeks,Never,Past 12 Months,Never
134854190,Past 12 Months,Past 7 Days,Never,Never,Past 7 Days,Past 12 Months,Past 7 Days,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Never,Never,Past 7 Days,Past 7 Days,Never,Past 12 Months,Past 4 Weeks,Never,Past 7 Days,Never,Never,Never,Past 4 Weeks,Past 7 Days,Past 12 Months,Past 4 Weeks,Never
134855063,Never,Past 12 Months,Never,Never,Past 7 Days,Never,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Never,Never,Never,Past 7 Days,Past 7 Days,Never,Never,Past 12 Months,Never,Past 7 Days,Never,Never,Never,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 12 Months,Never
134863724,Past 12 Months,Past 12 Months,Never,Never,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 7 Days,Yesterday,Yesterday,Never,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Past 12 Months
134863725,Never,Past 12 Months,Never,Never,Yesterday,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Past 4 Weeks,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never
134863726,Past 12 Months,Never,Never,Never,Yesterday,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Past 7 Days,Past 7 Days,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 4 Weeks,Never,Never,Never,Past 12 Months,Past 4 Weeks,Never,Past 4 Weeks,Never
