,Zambezi Magic  Yesterday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Zambezi Magic  Yesterday
868,16:30  -  16:44,60745322,Copperbelt,Chilililabombwe,Rural,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,No Income,No Income,Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
869,16:15  -  16:29,60745322,Copperbelt,Chilililabombwe,Rural,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,No Income,No Income,Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
870,16:00  -  16:14,60745322,Copperbelt,Chilililabombwe,Rural,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,No Income,No Income,Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
871,16:45  -  16:59,60745322,Copperbelt,Chilililabombwe,Rural,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,No Income,No Income,Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
872,15:30  -  15:44,60745322,Copperbelt,Chilililabombwe,Rural,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,No Income,No Income,Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
873,17:00  -  17:14,60745322,Copperbelt,Chilililabombwe,Rural,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,No Income,No Income,Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
874,15:00  -  15:14,60745322,Copperbelt,Chilililabombwe,Rural,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,No Income,No Income,Yes,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
875,13:00  -  13:14,60747275,Copperbelt,Chilililabombwe,Rural,Female,1,None,C1,Primary school completed,Others,Housewife,No Income,No Income,Yes,25 – 34,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14"
876,11:45  -  11:59,60747275,Copperbelt,Chilililabombwe,Rural,Female,1,None,C1,Primary school completed,Others,Housewife,No Income,No Income,Yes,25 – 34,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14"
877,12:45  -  12:59,60747275,Copperbelt,Chilililabombwe,Rural,Female,1,None,C1,Primary school completed,Others,Housewife,No Income,No Income,Yes,25 – 34,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14"
878,12:00  -  12:14,60747275,Copperbelt,Chilililabombwe,Rural,Female,1,None,C1,Primary school completed,Others,Housewife,No Income,No Income,Yes,25 – 34,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14"
879,12:30  -  12:44,60747275,Copperbelt,Chilililabombwe,Rural,Female,1,None,C1,Primary school completed,Others,Housewife,No Income,No Income,Yes,25 – 34,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14"
880,11:30  -  11:44,60747275,Copperbelt,Chilililabombwe,Rural,Female,1,None,C1,Primary school completed,Others,Housewife,No Income,No Income,Yes,25 – 34,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14"
881,12:15  -  12:29,60747275,Copperbelt,Chilililabombwe,Rural,Female,1,None,C1,Primary school completed,Others,Housewife,No Income,No Income,Yes,25 – 34,"11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14"
882,9:00  -  9:14,60753407,Copperbelt,Chingola,Rural,Male,2,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,K 850-K 1674,No,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29"
883,8:45  -  8:59,60753407,Copperbelt,Chingola,Rural,Male,2,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,K 850-K 1674,No,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29"
884,9:15  -  9:29,60753407,Copperbelt,Chingola,Rural,Male,2,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,K 850-K 1674,No,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29"
885,8:00  -  8:14,60753407,Copperbelt,Chingola,Rural,Male,2,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,K 850-K 1674,No,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29"
886,8:15  -  8:29,60753407,Copperbelt,Chingola,Rural,Male,2,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,K 850-K 1674,No,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29"
887,8:30  -  8:44,60753407,Copperbelt,Chingola,Rural,Male,2,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,K 850-K 1674,No,45+,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29"
888,18:30  -  18:44,60757633,North-Western,Solwezi,Rural,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
889,15:15  -  15:29,60757633,North-Western,Solwezi,Rural,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
890,17:45  -  17:59,60757633,North-Western,Solwezi,Rural,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
891,18:45  -  18:59,60757633,North-Western,Solwezi,Rural,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
892,18:15  -  18:29,60757633,North-Western,Solwezi,Rural,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
893,15:45  -  15:59,60757633,North-Western,Solwezi,Rural,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
894,16:30  -  16:44,60757633,North-Western,Solwezi,Rural,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
895,16:15  -  16:29,60757633,North-Western,Solwezi,Rural,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
896,19:00  -  19:14,60757633,North-Western,Solwezi,Rural,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
897,16:00  -  16:14,60757633,North-Western,Solwezi,Rural,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
898,16:45  -  16:59,60757633,North-Western,Solwezi,Rural,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
899,17:30  -  17:44,60757633,North-Western,Solwezi,Rural,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
900,17:15  -  17:29,60757633,North-Western,Solwezi,Rural,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
901,15:30  -  15:44,60757633,North-Western,Solwezi,Rural,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
902,18:00  -  18:14,60757633,North-Western,Solwezi,Rural,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
903,17:00  -  17:14,60757633,North-Western,Solwezi,Rural,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
904,15:00  -  15:14,60757633,North-Western,Solwezi,Rural,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
905,11:30  -  11:44,60774651,Copperbelt,Kitwe,Rural,Male,2,None,C1,Completed high School,Anglican/Protestant,Student,C2,Under K 849,Yes,19 – 24,"11:00  -  11:14,11:30  -  11:44,11:45  -  11:59"
906,11:00  -  11:14,60774651,Copperbelt,Kitwe,Rural,Male,2,None,C1,Completed high School,Anglican/Protestant,Student,C2,Under K 849,Yes,19 – 24,"11:00  -  11:14,11:30  -  11:44,11:45  -  11:59"
907,11:45  -  11:59,60774651,Copperbelt,Kitwe,Rural,Male,2,None,C1,Completed high School,Anglican/Protestant,Student,C2,Under K 849,Yes,19 – 24,"11:00  -  11:14,11:30  -  11:44,11:45  -  11:59"
908,18:30  -  18:44,60774652,Copperbelt,Ndola,Urban,Female,1,None,C1,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
909,19:30  -  19:44,60774652,Copperbelt,Ndola,Urban,Female,1,None,C1,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
910,19:45  -  19:59,60774652,Copperbelt,Ndola,Urban,Female,1,None,C1,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
911,18:45  -  18:59,60774652,Copperbelt,Ndola,Urban,Female,1,None,C1,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
912,21:45  -  21:59,60774652,Copperbelt,Ndola,Urban,Female,1,None,C1,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
913,20:00  -  20:14,60774652,Copperbelt,Ndola,Urban,Female,1,None,C1,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
914,20:30  -  20:44,60774652,Copperbelt,Ndola,Urban,Female,1,None,C1,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
915,18:15  -  18:29,60774652,Copperbelt,Ndola,Urban,Female,1,None,C1,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
916,22:00  -  22:14,60774652,Copperbelt,Ndola,Urban,Female,1,None,C1,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
917,20:45  -  20:59,60774652,Copperbelt,Ndola,Urban,Female,1,None,C1,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
918,21:15  -  21:29,60774652,Copperbelt,Ndola,Urban,Female,1,None,C1,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
919,19:00  -  19:14,60774652,Copperbelt,Ndola,Urban,Female,1,None,C1,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
920,20:15  -  20:29,60774652,Copperbelt,Ndola,Urban,Female,1,None,C1,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
921,21:30  -  21:44,60774652,Copperbelt,Ndola,Urban,Female,1,None,C1,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
922,18:00  -  18:14,60774652,Copperbelt,Ndola,Urban,Female,1,None,C1,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
923,21:00  -  21:14,60774652,Copperbelt,Ndola,Urban,Female,1,None,C1,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
924,19:15  -  19:29,60774652,Copperbelt,Ndola,Urban,Female,1,None,C1,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
925,15:30  -  15:44,60779544,Eastern,Chipata,Rural,Female,1,None,C1,Some high school,Other Christian,Self employed,C2,K 850-K 1674,Yes,35 – 44,"15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
926,16:00  -  16:14,60779544,Eastern,Chipata,Rural,Female,1,None,C1,Some high school,Other Christian,Self employed,C2,K 850-K 1674,Yes,35 – 44,"15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
927,15:45  -  15:59,60779544,Eastern,Chipata,Rural,Female,1,None,C1,Some high school,Other Christian,Self employed,C2,K 850-K 1674,Yes,35 – 44,"15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
